h[m], water_content[-], rel_perm[-]
  3.288288,   0.347016,   0.894675
  3.297297,   0.346965,   0.894513
  3.306306,   0.346914,   0.894352
  3.315315,   0.346863,   0.894190
  3.324324,   0.346813,   0.894029
  3.333333,   0.346762,   0.893869
  3.342342,   0.346712,   0.893708
  3.351351,   0.346661,   0.893548
  3.360360,   0.346611,   0.893389
  3.369369,   0.346561,   0.893229
  3.378378,   0.346511,   0.893071
  3.387387,   0.346461,   0.892912
  3.396396,   0.346411,   0.892754
  3.405405,   0.346362,   0.892596
  3.414414,   0.346312,   0.892438
  3.423423,   0.346263,   0.892281
  3.432432,   0.346213,   0.892124
  3.441441,   0.346164,   0.891967
  3.450450,   0.346115,   0.891811
  3.459459,   0.346066,   0.891655
  3.468468,   0.346017,   0.891499
  3.477477,   0.345968,   0.891344
  3.486486,   0.345919,   0.891189
  3.495495,   0.345871,   0.891034
  3.504505,   0.345822,   0.890880
  3.513514,   0.345774,   0.890726
  3.522523,   0.345725,   0.890572
  3.531532,   0.345677,   0.890419
  3.540541,   0.345629,   0.890266
  3.549550,   0.345581,   0.890113
  3.558559,   0.345533,   0.889961
  3.567568,   0.345485,   0.889808
  3.576577,   0.345437,   0.889657
  3.585586,   0.345389,   0.889505
  3.594595,   0.345342,   0.889354
  3.603604,   0.345294,   0.889203
  3.612613,   0.345247,   0.889052
  3.621622,   0.345200,   0.888902
  3.630631,   0.345153,   0.888752
  3.639640,   0.345105,   0.888602
  3.648649,   0.345058,   0.888453
  3.657658,   0.345012,   0.888304
  3.666667,   0.344965,   0.888155
  3.675676,   0.344918,   0.888006
  3.684685,   0.344871,   0.887858
  3.693694,   0.344825,   0.887710
  3.702703,   0.344778,   0.887562
  3.711712,   0.344732,   0.887415
  3.720721,   0.344686,   0.887268
  3.729730,   0.344640,   0.887121
  3.738739,   0.344593,   0.886975
  3.747748,   0.344548,   0.886828
  3.756757,   0.344502,   0.886683
  3.765766,   0.344456,   0.886537
  3.774775,   0.344410,   0.886392
  3.783784,   0.344364,   0.886247
  3.792793,   0.344319,   0.886102
  3.801802,   0.344273,   0.885957
  3.810811,   0.344228,   0.885813
  3.819820,   0.344183,   0.885669
  3.828829,   0.344138,   0.885525
  3.837838,   0.344092,   0.885382
  3.846847,   0.344047,   0.885239
  3.855856,   0.344003,   0.885096
  3.864865,   0.343958,   0.884954
  3.873874,   0.343913,   0.884811
  3.882883,   0.343868,   0.884669
  3.891892,   0.343824,   0.884527
  3.900901,   0.343779,   0.884386
  3.909910,   0.343735,   0.884245
  3.918919,   0.343690,   0.884104
  3.927928,   0.343646,   0.883963
  3.936937,   0.343602,   0.883823
  3.945946,   0.343558,   0.883683
  3.954955,   0.343514,   0.883543
  3.963964,   0.343470,   0.883403
  3.972973,   0.343426,   0.883264
  3.981982,   0.343382,   0.883125
  3.990991,   0.343339,   0.882986
  4.000000,   0.343295,   0.882847
  4.009009,   0.343252,   0.882709
  4.018018,   0.343208,   0.882571
  4.027027,   0.343165,   0.882433
  4.036036,   0.343122,   0.882296
  4.045045,   0.343078,   0.882158
  4.054054,   0.343035,   0.882021
  4.063063,   0.342992,   0.881885
  4.072072,   0.342949,   0.881748
  4.081081,   0.342906,   0.881612
  4.090090,   0.342864,   0.881476
  4.099099,   0.342821,   0.881340
  4.108108,   0.342778,   0.881205
  4.117117,   0.342736,   0.881069
  4.126126,   0.342693,   0.880934
  4.135135,   0.342651,   0.880799
  4.144144,   0.342609,   0.880665
  4.153153,   0.342566,   0.880531
  4.162162,   0.342524,   0.880397
  4.171171,   0.342482,   0.880263
  4.180180,   0.342440,   0.880129
  4.189189,   0.342398,   0.879996
  4.198198,   0.342356,   0.879863
  4.207207,   0.342315,   0.879730
  4.216216,   0.342273,   0.879597
  4.225225,   0.342231,   0.879465
  4.234234,   0.342190,   0.879333
  4.243243,   0.342148,   0.879201
  4.252252,   0.342107,   0.879069
  4.261261,   0.342065,   0.878938
  4.270270,   0.342024,   0.878807
  4.279279,   0.341983,   0.878676
  4.288288,   0.341942,   0.878545
  4.297297,   0.341901,   0.878415
  4.306306,   0.341860,   0.878284
  4.315315,   0.341819,   0.878154
  4.324324,   0.341778,   0.878025
  4.333333,   0.341737,   0.877895
  4.342342,   0.341697,   0.877766
  4.351351,   0.341656,   0.877637
  4.360360,   0.341616,   0.877508
  4.369369,   0.341575,   0.877379
  4.378378,   0.341535,   0.877251
  4.387387,   0.341494,   0.877122
  4.396396,   0.341454,   0.876994
  4.405405,   0.341414,   0.876867
  4.414414,   0.341374,   0.876739
  4.423423,   0.341334,   0.876612
  4.432432,   0.341294,   0.876485
  4.441441,   0.341254,   0.876358
  4.450450,   0.341214,   0.876231
  4.459459,   0.341174,   0.876105
  4.468468,   0.341135,   0.875979
  4.477477,   0.341095,   0.875853
  4.486486,   0.341055,   0.875727
  4.495495,   0.341016,   0.875601
  4.504505,   0.340976,   0.875476
  4.513514,   0.340937,   0.875351
  4.522523,   0.340898,   0.875226
  4.531532,   0.340859,   0.875101
  4.540541,   0.340819,   0.874977
  4.549550,   0.340780,   0.874852
  4.558559,   0.340741,   0.874728
  4.567568,   0.340702,   0.874604
  4.576577,   0.340663,   0.874481
  4.585586,   0.340625,   0.874357
  4.594595,   0.340586,   0.874234
  4.603604,   0.340547,   0.874111
  4.612613,   0.340508,   0.873988
  4.621622,   0.340470,   0.873866
  4.630631,   0.340431,   0.873743
  4.639640,   0.340393,   0.873621
  4.648649,   0.340355,   0.873499
  4.657658,   0.340316,   0.873377
  4.666667,   0.340278,   0.873256
  4.675676,   0.340240,   0.873134
  4.684685,   0.340202,   0.873013
  4.693694,   0.340164,   0.872892
  4.702703,   0.340126,   0.872771
  4.711712,   0.340088,   0.872651
  4.720721,   0.340050,   0.872530
  4.729730,   0.340012,   0.872410
  4.738739,   0.339974,   0.872290
  4.747748,   0.339937,   0.872170
  4.756757,   0.339899,   0.872051
  4.765766,   0.339861,   0.871931
  4.774775,   0.339824,   0.871812
  4.783784,   0.339787,   0.871693
  4.792793,   0.339749,   0.871574
  4.801802,   0.339712,   0.871455
  4.810811,   0.339675,   0.871337
  4.819820,   0.339637,   0.871219
  4.828829,   0.339600,   0.871101
  4.837838,   0.339563,   0.870983
  4.846847,   0.339526,   0.870865
  4.855856,   0.339489,   0.870748
  4.864865,   0.339452,   0.870630
  4.873874,   0.339416,   0.870513
  4.882883,   0.339379,   0.870396
  4.891892,   0.339342,   0.870280
  4.900901,   0.339305,   0.870163
  4.909910,   0.339269,   0.870047
  4.918919,   0.339232,   0.869931
  4.927928,   0.339196,   0.869815
  4.936937,   0.339159,   0.869699
  4.945946,   0.339123,   0.869583
  4.954955,   0.339087,   0.869468
  4.963964,   0.339050,   0.869352
  4.972973,   0.339014,   0.869237
  4.981982,   0.338978,   0.869123
  4.990991,   0.338942,   0.869008
  5.000000,   0.338906,   0.868893
  5.009009,   0.338870,   0.868779
  5.018018,   0.338834,   0.868665
  5.027027,   0.338798,   0.868551
  5.036036,   0.338763,   0.868437
  5.045045,   0.338727,   0.868323
  5.054054,   0.338691,   0.868210
  5.063063,   0.338656,   0.868097
  5.072072,   0.338620,   0.867984
  5.081081,   0.338584,   0.867871
  5.090090,   0.338549,   0.867758
  5.099099,   0.338514,   0.867645
  5.108108,   0.338478,   0.867533
  5.117117,   0.338443,   0.867421
  5.126126,   0.338408,   0.867309
  5.135135,   0.338373,   0.867197
  5.144144,   0.338337,   0.867085
  5.153153,   0.338302,   0.866974
  5.162162,   0.338267,   0.866862
  5.171171,   0.338232,   0.866751
  5.180180,   0.338197,   0.866640
  5.189189,   0.338163,   0.866529
  5.198198,   0.338128,   0.866419
  5.207207,   0.338093,   0.866308
  5.216216,   0.338058,   0.866198
  5.225225,   0.338024,   0.866088
  5.234234,   0.337989,   0.865978
  5.243243,   0.337955,   0.865868
  5.252252,   0.337920,   0.865758
  5.261261,   0.337886,   0.865649
  5.270270,   0.337851,   0.865539
  5.279279,   0.337817,   0.865430
  5.288288,   0.337783,   0.865321
  5.297297,   0.337748,   0.865212
  5.306306,   0.337714,   0.865104
  5.315315,   0.337680,   0.864995
  5.324324,   0.337646,   0.864887
  5.333333,   0.337612,   0.864779
  5.342342,   0.337578,   0.864671
  5.351351,   0.337544,   0.864563
  5.360360,   0.337510,   0.864455
  5.369369,   0.337476,   0.864348
  5.378378,   0.337443,   0.864240
  5.387387,   0.337409,   0.864133
  5.396396,   0.337375,   0.864026
  5.405405,   0.337342,   0.863919
  5.414414,   0.337308,   0.863812
  5.423423,   0.337275,   0.863706
  5.432432,   0.337241,   0.863599
  5.441441,   0.337208,   0.863493
  5.450450,   0.337174,   0.863387
  5.459459,   0.337141,   0.863281
  5.468468,   0.337108,   0.863175
  5.477477,   0.337075,   0.863070
  5.486486,   0.337041,   0.862964
  5.495495,   0.337008,   0.862859
  5.504505,   0.336975,   0.862754
  5.513514,   0.336942,   0.862649
  5.522523,   0.336909,   0.862544
  5.531532,   0.336876,   0.862439
  5.540541,   0.336843,   0.862334
  5.549550,   0.336810,   0.862230
  5.558559,   0.336778,   0.862126
  5.567568,   0.336745,   0.862022
  5.576577,   0.336712,   0.861918
  5.585586,   0.336680,   0.861814
  5.594595,   0.336647,   0.861710
  5.603604,   0.336614,   0.861607
  5.612613,   0.336582,   0.861503
  5.621622,   0.336549,   0.861400
  5.630631,   0.336517,   0.861297
  5.639640,   0.336485,   0.861194
  5.648649,   0.336452,   0.861091
  5.657658,   0.336420,   0.860989
  5.666667,   0.336388,   0.860886
  5.675676,   0.336356,   0.860784
  5.684685,   0.336324,   0.860682
  5.693694,   0.336292,   0.860580
  5.702703,   0.336259,   0.860478
  5.711712,   0.336227,   0.860376
  5.720721,   0.336196,   0.860274
  5.729730,   0.336164,   0.860173
  5.738739,   0.336132,   0.860072
  5.747748,   0.336100,   0.859971
  5.756757,   0.336068,   0.859870
  5.765766,   0.336036,   0.859769
  5.774775,   0.336005,   0.859668
  5.783784,   0.335973,   0.859567
  5.792793,   0.335942,   0.859467
  5.801802,   0.335910,   0.859366
  5.810811,   0.335878,   0.859266
  5.819820,   0.335847,   0.859166
  5.828829,   0.335816,   0.859066
  5.837838,   0.335784,   0.858967
  5.846847,   0.335753,   0.858867
  5.855856,   0.335722,   0.858767
  5.864865,   0.335690,   0.858668
  5.873874,   0.335659,   0.858569
  5.882883,   0.335628,   0.858470
  5.891892,   0.335597,   0.858371
  5.900901,   0.335566,   0.858272
  5.909910,   0.335535,   0.858173
  5.918919,   0.335504,   0.858075
  5.927928,   0.335473,   0.857977
  5.936937,   0.335442,   0.857878
  5.945946,   0.335411,   0.857780
  5.954955,   0.335380,   0.857682
  5.963964,   0.335350,   0.857584
  5.972973,   0.335319,   0.857487
  5.981982,   0.335288,   0.857389
  5.990991,   0.335258,   0.857292
  6.000000,   0.335227,   0.857194
  6.009009,   0.335196,   0.857097
  6.018018,   0.335166,   0.857000
  6.027027,   0.335135,   0.856903
  6.036036,   0.335105,   0.856806
  6.045045,   0.335075,   0.856710
  6.054054,   0.335044,   0.856613
  6.063063,   0.335014,   0.856517
  6.072072,   0.334984,   0.856421
  6.081081,   0.334953,   0.856324
  6.090090,   0.334923,   0.856228
  6.099099,   0.334893,   0.856133
  6.108108,   0.334863,   0.856037
  6.117117,   0.334833,   0.855941
  6.126126,   0.334803,   0.855846
  6.135135,   0.334773,   0.855750
  6.144144,   0.334743,   0.855655
  6.153153,   0.334713,   0.855560
  6.162162,   0.334683,   0.855465
  6.171171,   0.334653,   0.855370
  6.180180,   0.334624,   0.855275
  6.189189,   0.334594,   0.855181
  6.198198,   0.334564,   0.855086
  6.207207,   0.334534,   0.854992
  6.216216,   0.334505,   0.854898
  6.225225,   0.334475,   0.854804
  6.234234,   0.334446,   0.854710
  6.243243,   0.334416,   0.854616
  6.252252,   0.334387,   0.854522
  6.261261,   0.334357,   0.854429
  6.270270,   0.334328,   0.854335
  6.279279,   0.334298,   0.854242
  6.288288,   0.334269,   0.854148
  6.297297,   0.334240,   0.854055
  6.306306,   0.334211,   0.853962
  6.315315,   0.334181,   0.853869
  6.324324,   0.334152,   0.853777
  6.333333,   0.334123,   0.853684
  6.342342,   0.334094,   0.853592
  6.351351,   0.334065,   0.853499
  6.360360,   0.334036,   0.853407
  6.369369,   0.334007,   0.853315
  6.378378,   0.333978,   0.853223
  6.387387,   0.333949,   0.853131
  6.396396,   0.333920,   0.853039
  6.405405,   0.333892,   0.852947
  6.414414,   0.333863,   0.852856
  6.423423,   0.333834,   0.852764
  6.432432,   0.333805,   0.852673
  6.441441,   0.333777,   0.852582
  6.450450,   0.333748,   0.852491
  6.459459,   0.333719,   0.852400
  6.468468,   0.333691,   0.852309
  6.477477,   0.333662,   0.852218
  6.486486,   0.333634,   0.852128
  6.495495,   0.333605,   0.852037
  6.504505,   0.333577,   0.851947
  6.513514,   0.333549,   0.851856
  6.522523,   0.333520,   0.851766
  6.531532,   0.333492,   0.851676
  6.540541,   0.333464,   0.851586
  6.549550,   0.333435,   0.851497
  6.558559,   0.333407,   0.851407
  6.567568,   0.333379,   0.851317
  6.576577,   0.333351,   0.851228
  6.585586,   0.333323,   0.851138
  6.594595,   0.333295,   0.851049
  6.603604,   0.333267,   0.850960
  6.612613,   0.333239,   0.850871
  6.621622,   0.333211,   0.850782
  6.630631,   0.333183,   0.850693
  6.639640,   0.333155,   0.850605
  6.648649,   0.333127,   0.850516
  6.657658,   0.333099,   0.850428
  6.666667,   0.333072,   0.850339
  6.675676,   0.333044,   0.850251
  6.684685,   0.333016,   0.850163
  6.693694,   0.332988,   0.850075
  6.702703,   0.332961,   0.849987
  6.711712,   0.332933,   0.849899
  6.720721,   0.332906,   0.849811
  6.729730,   0.332878,   0.849724
  6.738739,   0.332851,   0.849636
  6.747748,   0.332823,   0.849549
  6.756757,   0.332796,   0.849462
  6.765766,   0.332768,   0.849375
  6.774775,   0.332741,   0.849288
  6.783784,   0.332714,   0.849201
  6.792793,   0.332686,   0.849114
  6.801802,   0.332659,   0.849027
  6.810811,   0.332632,   0.848940
  6.819820,   0.332605,   0.848854
  6.828829,   0.332577,   0.848768
  6.837838,   0.332550,   0.848681
  6.846847,   0.332523,   0.848595
  6.855856,   0.332496,   0.848509
  6.864865,   0.332469,   0.848423
  6.873874,   0.332442,   0.848337
  6.882883,   0.332415,   0.848251
  6.891892,   0.332388,   0.848166
  6.900901,   0.332361,   0.848080
  6.909910,   0.332334,   0.847995
  6.918919,   0.332308,   0.847909
  6.927928,   0.332281,   0.847824
  6.936937,   0.332254,   0.847739
  6.945946,   0.332227,   0.847654
  6.954955,   0.332200,   0.847569
